SIN,Project,BagID,DateColl,Region,Location,Latitude,Longitude,SpeciesBio,TissueBio,Length,Weight,d15N,d13C,percentC,percentN,BombED_Dry,LifeStage,commentsCust,SampleCat
459392,EVOS Production,511,9/19/2024,KBY,SSF1,59.46033096,-151.5187836,Magallana gigas,Whole,66,3.200000048,8.23415947,-18.89979935,40.23864746,7.668327808,17.62730026,subadult,Farm: SSF1,T1
459393,EVOS Production,511,9/19/2024,KBY,SSF1,59.46033096,-151.5187836,Magallana gigas,Whole,64,5.699999809,8.074139595,-20.6479435,45.22520447,8.071599007,19.87299919,subadult,Farm: SSF1,T1
459394,EVOS Production,511,9/19/2024,KBY,SSF1,59.46033096,-151.5187836,Magallana gigas,Whole,61,2.799999952,7.635417938,-19.80711937,43.65621185,7.987374306,19.60490036,subadult,Farm: SSF1,T1
459395,EVOS Production,511,9/19/2024,KBY,SSF1,59.46033096,-151.5187836,Magallana gigas,Whole,58,4.699999809,8.401254654,-19.58727455,42.08046722,9.647933006,19.45149994,subadult,Farm: SSF1,T1
459396,EVOS Production,512,9/19/2024,KBY,SSF1,59.46033096,-151.5187836,Magallana gigas,Whole,68,4.800000191,7.974728584,-19.54199028,42.98936844,8.304821968,19.38680077,subadult,Farm: SSF1,T1
459397,EVOS Production,512,9/19/2024,KBY,SSF1,59.46033096,-151.5187836,Magallana gigas,Whole,83,10.19999981,7.917485714,-19.59669876,42.74888229,8.721245766,19.22319984,subadult,Farm: SSF1,T1
459398,EVOS Production,512,9/19/2024,KBY,SSF1,59.46033096,-151.5187836,Magallana gigas,Whole,50,3,8.181465149,-19.74276733,40.94862747,7.08384037,17.61380005,subadult,Farm: SSF1,T1
459399,EVOS Production,512,9/19/2024,KBY,SSF1,59.46033096,-151.5187836,Magallana gigas,Whole,75,8.800000191,7.868523598,-19.72747231,45.76906967,8.0518713,18.94630051,subadult,Farm: SSF1,T1
463300,EVOS Production,523,9/19/2024,Kodiak,AOF1,57.65784073,-152.4201813,Magallana gigas,Whole,73,8.800000191,8.373212814,-20.7559166,45.48789215,8.648857117,19.70569992,subadult,Farm: AOF1,T1
463301,EVOS Production,523,9/19/2024,Kodiak,AOF1,57.65784073,-152.4201813,Magallana gigas,Whole,55,8.199999809,8.156718254,-21.02811623,45.2869606,6.686178207,19.79360008,subadult,Farm: AOF1,T1
463302,EVOS Production,523,9/19/2024,Kodiak,AOF1,57.65784073,-152.4201813,Magallana gigas,Whole,61,8.199999809,8.511270523,-20.54753685,44.96390915,10.08906651,20.01300049,subadult,Farm: AOF1,T1
463303,EVOS Production,523,9/19/2024,Kodiak,AOF1,57.65784073,-152.4201813,Magallana gigas,Whole,59,6,8.237333298,-21.03133392,45.35549545,7.294656754,20.24860001,subadult,Farm: AOF1,T1
463304,EVOS Production,522,9/19/2024,Kodiak,AOF1,57.65784073,-152.4201813,Magallana gigas,Whole,54,5.300000191,8.317318916,-20.73412895,44.0672493,8.256554604,19.33939934,subadult,Farm: AOF1,T1
463305,EVOS Production,522,9/19/2024,Kodiak,AOF1,57.65784073,-152.4201813,Magallana gigas,Whole,45,4.599999905,8.393639565,-21.01031876,45.76242828,7.717717171,20.53219986,subadult,Farm: AOF1,T1
463306,EVOS Production,522,9/19/2024,Kodiak,AOF1,57.65784073,-152.4201813,Magallana gigas,Whole,58,7.599999905,8.229322433,-20.74641037,44.4922905,8.507256508,20.18230057,subadult,Farm: AOF1,T1
463307,EVOS Production,522,9/19/2024,Kodiak,AOF1,57.65784073,-152.4201813,Magallana gigas,Whole,55,6.099999905,8.394514084,-21.23705101,46.15543365,6.665642738,20.66769981,subadult,Farm: AOF1,T1
463308,EVOS Production,524,9/19/2024,Kodiak,AOF1,57.65784073,-152.4201813,Magallana gigas,Whole,71,8.100000381,8.147464752,-20.97034454,45.14069748,9.002711296,20.36899948,subadult,Farm: AOF1,T1
463309,EVOS Production,524,9/19/2024,Kodiak,AOF1,57.65784073,-152.4201813,Magallana gigas,Whole,61,9,8.452672005,-20.53456688,42.60216904,8.514163017,19.7663002,subadult,Farm: AOF1,T1
463310,EVOS Production,524,9/19/2024,Kodiak,AOF1,57.65784073,-152.4201813,Magallana gigas,Whole,67,8,8.422541618,-21.013834,45.26289749,6.937193871,19.71069908,subadult,Farm: AOF1,T1
463311,EVOS Production,524,9/19/2024,Kodiak,AOF1,57.65784073,-152.4201813,Magallana gigas,Whole,55,5.5,7.814080238,-20.77533531,43.9744606,7.684258461,18.85499954,subadult,Farm: AOF1,T1
463372,EVOS Production,525,9/19/2024,Kodiak,KOB1,57.53318024,-154.0269623,Magallana gigas,Whole,58,5.800000191,8.894828796,-19.5648632,44.15294266,7.837317467,19.76779938,subadult,Farm: KOB1,T1
463373,EVOS Production,525,9/19/2024,Kodiak,KOB1,57.53318024,-154.0269623,Magallana gigas,Whole,51,3.700000048,9.060933113,-19.9642601,44.97590256,7.165019989,19.21100044,subadult,Farm: KOB1,T1
463374,EVOS Production,525,9/19/2024,Kodiak,KOB1,57.53318024,-154.0269623,Magallana gigas,Whole,57,5.199999809,8.989039421,-19.63916206,43.87773132,7.85110569,19.17499924,subadult,Farm: KOB1,T1
463375,EVOS Production,525,9/19/2024,Kodiak,KOB1,57.53318024,-154.0269623,Magallana gigas,Whole,38,2.900000095,8.711402893,-19.66650391,44.11912537,7.730808735,18.77470016,subadult,Farm: KOB1,T1
463376,EVOS Production,526,9/19/2024,Kodiak,KOB1,57.53318024,-154.0269623,Magallana gigas,Whole,77,8.399999619,9.015919685,-19.89127541,45.2562294,7.210769176,19.83139992,subadult,Farm: KOB1,T1
463377,EVOS Production,526,9/19/2024,Kodiak,KOB1,57.53318024,-154.0269623,Magallana gigas,Whole,65,8.100000381,8.945941925,-19.35908508,44.21451569,7.829085827,18.19919968,subadult,Farm: KOB1,T1
463378,EVOS Production,526,9/19/2024,Kodiak,KOB1,57.53318024,-154.0269623,Magallana gigas,Whole,63,7.800000191,8.747615814,-19.66061974,44.34807968,9.323972702,20.20599937,subadult,Farm: KOB1,T1
463379,EVOS Production,526,9/19/2024,Kodiak,KOB1,57.53318024,-154.0269623,Magallana gigas,Whole,63,8.199999809,9.001083374,-19.848526,45.45744324,7.482653618,20.41290092,subadult,Farm: KOB1,T1
463380,EVOS Production,527,9/19/2024,Kodiak,KOB1,57.53318024,-154.0269623,Magallana gigas,Whole,60,7,9.132660866,-20.03752899,44.88473129,6.991055965,19.94129944,subadult,Farm: KOB1,T1
463381,EVOS Production,527,9/19/2024,Kodiak,KOB1,57.53318024,-154.0269623,Magallana gigas,Whole,45,4.199999809,8.701039314,-19.44438553,44.65758896,8.373521805,20.1345005,subadult,Farm: KOB1,T1
463382,EVOS Production,527,9/19/2024,Kodiak,KOB1,57.53318024,-154.0269623,Magallana gigas,Whole,52,6.199999809,8.53791523,-19.23906708,43.74475098,9.637785912,20.29470062,subadult,Farm: KOB1,T1
463383,EVOS Production,527,9/19/2024,Kodiak,KOB1,57.53318024,-154.0269623,Magallana gigas,Whole,57,5.5,9.085277557,-20.29773521,46.3117218,7.441904068,20.1480999,subadult,Farm: KOB1,T1
463444,EVOS Production,516,9/21/2024,KBY,BCF1,59.46783066,-151.5184021,Magallana gigas,Whole,74,9.399999619,8.309901237,-19.74277115,44.36224365,8.962474823,19.93239975,subadult,Farm: BCF1,T1
463445,EVOS Production,516,9/21/2024,KBY,BCF1,59.46783066,-151.5184021,Magallana gigas,Whole,83,11,8.92783165,-20.39869499,44.51555634,6.844398975,20.13279915,subadult,Farm: BCF1,T1
463446,EVOS Production,516,9/21/2024,KBY,BCF1,59.46783066,-151.5184021,Magallana gigas,Whole,75,11.19999981,8.555726051,-19.62264252,43.74109268,9.770661354,19.92099953,subadult,Farm: BCF1,T1
463447,EVOS Production,516,9/21/2024,KBY,BCF1,59.46783066,-151.5184021,Magallana gigas,Whole,58,7,8.733084679,-20.03692245,44.80851746,7.770573616,19.5984993,subadult,Farm: BCF1,T1
463448,EVOS Production,517,9/21/2024,KBY,BCF1,59.46783066,-151.5184021,Magallana gigas,Whole,80,9.800000191,8.566973686,-19.77854156,44.41419983,8.985599518,17.85610008,subadult,Farm: BCF1,T1
463449,EVOS Production,517,9/21/2024,KBY,BCF1,59.46783066,-151.5184021,Magallana gigas,Whole,66,10.5,8.011735916,-20.08648491,44.44033432,8.925499916,20.20660019,subadult,Farm: BCF1,T1
463450,EVOS Production,517,9/21/2024,KBY,BCF1,59.46783066,-151.5184021,Magallana gigas,Whole,100,12.89999962,8.435954094,-19.49544907,41.96469498,8.379549026,19.8708992,subadult,Farm: BCF1,T1
463451,EVOS Production,517,9/21/2024,KBY,BCF1,59.46783066,-151.5184021,Magallana gigas,Whole,65,7.300000191,8.519970894,-19.86316872,44.57278061,8.341705322,19.6637001,subadult,Farm: BCF1,T1
463452,EVOS Production,518,9/21/2024,KBY,BCF1,59.46783066,-151.5184021,Magallana gigas,Whole,93,11.19999981,8.369417191,-19.58029175,44.16914749,9.511231422,18.55080032,subadult,Farm: BCF1,T1
463453,EVOS Production,518,9/21/2024,KBY,BCF1,59.46783066,-151.5184021,Magallana gigas,Whole,70,9.100000381,8.086065292,-20.06960678,44.16743088,8.583706856,19.72340012,subadult,Farm: BCF1,T1
463454,EVOS Production,518,9/21/2024,KBY,BCF1,59.46783066,-151.5184021,Magallana gigas,Whole,86,15.89999962,8.609736443,-19.94080734,44.61461258,8.596802711,20.12150002,subadult,Farm: BCF1,T1
463455,EVOS Production,518,9/21/2024,KBY,BCF1,59.46783066,-151.5184021,Magallana gigas,Whole,75,8.899999619,8.295701981,-19.98711014,44.55839539,8.612508774,20.07229996,subadult,Farm: BCF1,T1
463516,EVOS Production,515,9/18/2024,KBY,MIO1,59.57136917,-151.2726288,Magallana gigas,Whole,62,8.699999809,7.623111725,-20.70791817,43.75883865,8.420607567,19.65589905,subadult,Farm: MIO1,T1
463517,EVOS Production,515,9/18/2024,KBY,MIO1,59.57136917,-151.2726288,Magallana gigas,Whole,72,10.10000038,7.592162609,-20.43325043,44.21197128,7.758610249,19.68020058,subadult,Farm: MIO1,T1
463518,EVOS Production,515,9/18/2024,KBY,MIO1,59.57136917,-151.2726288,Magallana gigas,Whole,58,11.5,7.648990631,-20.74826622,44.31980896,7.002630711,19.66500092,subadult,Farm: MIO1,T1
463519,EVOS Production,515,9/18/2024,KBY,MIO1,59.57136917,-151.2726288,Magallana gigas,Whole,72,12.80000019,7.960216522,-21.15815926,46.51781845,7.129847527,20.88409996,subadult,Farm: MIO1,T1
463520,EVOS Production,514,9/18/2024,KBY,MIO1,59.57136917,-151.2726288,Magallana gigas,Whole,59,9.100000381,7.711629868,-21.41279221,46.29418945,6.444672585,20.17510033,subadult,Farm: MIO1,T1
463521,EVOS Production,514,9/18/2024,KBY,MIO1,59.57136917,-151.2726288,Magallana gigas,Whole,93,13.60000038,7.780942917,-21.32791328,46.05080032,7.242330551,21.08119965,subadult,Farm: MIO1,T1
463522,EVOS Production,514,9/18/2024,KBY,MIO1,59.57136917,-151.2726288,Magallana gigas,Whole,72,10.5,7.535856247,-20.67533302,44.1595993,8.406167984,19.89139938,subadult,Farm: MIO1,T1
463523,EVOS Production,514,9/18/2024,KBY,MIO1,59.57136917,-151.2726288,Magallana gigas,Whole,74,12.19999981,8.155461311,-21.10552597,44.53373718,5.720479965,19.78370094,subadult,Farm: MIO1,T1
463524,EVOS Production,513,9/18/2024,KBY,MIO1,59.57136917,-151.2726288,Magallana gigas,Whole,85,19,8.259191513,-20.91555786,44.22496796,5.699531078,19.66880035,subadult,Farm: MIO1,T1
463525,EVOS Production,513,9/18/2024,KBY,MIO1,59.57136917,-151.2726288,Magallana gigas,Whole,54,9.899999619,-500,-500,-500,-500,20.47780037,subadult,Farm: MIO1,T1
463526,EVOS Production,513,9/18/2024,KBY,MIO1,59.57136917,-151.2726288,Magallana gigas,Whole,88,14.60000038,8.031938553,-20.67599869,44.64761353,5.585223198,19.52079964,subadult,Farm: MIO1,T1
463527,EVOS Production,513,9/18/2024,KBY,MIO1,59.57136917,-151.2726288,Magallana gigas,Whole,101,20.70000076,8.540418625,-21.08654022,46.6330986,7.95723629,20.96619987,subadult,Farm: MIO1,T1
463648,EVOS Production,219,9/6/2024,Kodiak,KIS1,57.76710892,-152.4104309,Magallana gigas,composite5,,,8.208600998,-20.06048393,43.88795471,7.433469296,18.70260048,juvenile,Farm: KIS1,T1
463649,EVOS Production,219,9/6/2024,Kodiak,KIS1,57.76710892,-152.4104309,Magallana gigas,composite5,,,8.362970352,-19.93141747,44.11952972,8.1621418,18.21590042,juvenile,Farm: KIS1,T1
463650,EVOS Production,219,9/6/2024,Kodiak,KIS1,57.76710892,-152.4104309,Magallana gigas,composite5,,,8.253656387,-20.11944389,43.37844467,7.399581909,19.30649948,juvenile,Farm: KIS1,T1
463651,EVOS Production,219,9/6/2024,Kodiak,KIS1,57.76710892,-152.4104309,Magallana gigas,composite5,,,8.157011032,-19.89055824,43.13808823,7.143138409,18.54910088,juvenile,Farm: KIS1,T1
463652,EVOS Production,220,9/6/2024,Kodiak,KIS1,57.76710892,-152.4104309,Magallana gigas,composite5,,,8.344385147,-19.98096275,44.16704941,7.499297142,19.03969955,juvenile,Farm: KIS1,T1
463653,EVOS Production,220,9/6/2024,Kodiak,KIS1,57.76710892,-152.4104309,Magallana gigas,composite5,,,8.073630333,-20.18907547,43.62068558,7.353869438,19.04940033,juvenile,Farm: KIS1,T1
463654,EVOS Production,220,9/6/2024,Kodiak,KIS1,57.76710892,-152.4104309,Magallana gigas,composite5,,,8.249408722,-19.95697021,43.42037201,7.932751179,18.79339981,juvenile,Farm: KIS1,T1
463655,EVOS Production,220,9/6/2024,Kodiak,KIS1,57.76710892,-152.4104309,Magallana gigas,composite5,,,8.153525352,-19.95887375,44.21105957,7.584506512,18.55890083,juvenile,Farm: KIS1,T1
463656,EVOS Production,221,9/6/2024,Kodiak,KIS1,57.76710892,-152.4104309,Magallana gigas,composite5,,,8.399090767,-19.93659973,43.00782776,7.350868225,17.6135006,juvenile,Farm: KIS1,T1
463657,EVOS Production,221,9/6/2024,Kodiak,KIS1,57.76710892,-152.4104309,Magallana gigas,composite5,,,8.469299316,-19.86726189,43.98075867,7.871274471,18.85110092,juvenile,Farm: KIS1,T1
463658,EVOS Production,221,9/6/2024,Kodiak,KIS1,57.76710892,-152.4104309,Magallana gigas,composite5,,,8.563511848,-20.05856705,45.03365326,7.46856308,18.8314991,juvenile,Farm: KIS1,T1
463659,EVOS Production,221,9/6/2024,Kodiak,KIS1,57.76710892,-152.4104309,Magallana gigas,composite5,,,8.387639046,-19.98871231,44.43925095,7.750189781,19.56170082,juvenile,Farm: KIS1,T1
463660,EVOS Production,207,9/17/2024,PWS,SBO1,60.65705109,-145.89151,Magallana gigas,composite5,,,7.797874928,-21.81851387,44.42195511,7.367823601,18.87229919,juvenile,Farm: SBO1,T1
463661,EVOS Production,207,9/17/2024,PWS,SBO1,60.65705109,-145.89151,Magallana gigas,composite5,,,7.853719711,-21.81889153,43.47631073,7.124029636,18.55220032,juvenile,Farm: SBO1,T1
463662,EVOS Production,207,9/17/2024,PWS,SBO1,60.65705109,-145.89151,Magallana gigas,composite5,,,8.027619362,-21.79568863,42.89731598,7.445776939,18.57999992,juvenile,Farm: SBO1,T1
463663,EVOS Production,207,9/17/2024,PWS,SBO1,60.65705109,-145.89151,Magallana gigas,composite5,,,7.786643505,-21.52536964,41.22841644,6.549653053,17.9659996,juvenile,Farm: SBO1,T1
463664,EVOS Production,208,9/17/2024,PWS,SBO1,60.65705109,-145.89151,Magallana gigas,composite5,,,7.882409096,-21.96069527,42.83160782,7.373784065,17.91580009,juvenile,Farm: SBO1,T1
463665,EVOS Production,208,9/17/2024,PWS,SBO1,60.65705109,-145.89151,Magallana gigas,composite5,,,8.029747963,-21.63702583,42.89666367,7.135866642,18.56879997,juvenile,Farm: SBO1,T1
463666,EVOS Production,208,9/17/2024,PWS,SBO1,60.65705109,-145.89151,Magallana gigas,composite5,,,7.832466602,-21.67118073,42.45772171,7.043427467,17.82959938,juvenile,Farm: SBO1,T1
463667,EVOS Production,208,9/17/2024,PWS,SBO1,60.65705109,-145.89151,Magallana gigas,composite5,,,7.769579887,-21.72196198,42.8544426,7.076061249,18.62919998,juvenile,Farm: SBO1,T1
463668,EVOS Production,209,9/17/2024,PWS,SBO1,60.65705109,-145.89151,Magallana gigas,composite5,,,8.02233696,-21.78521347,43.90640259,7.361957073,19.12490082,juvenile,Farm: SBO1,T1
463669,EVOS Production,209,9/17/2024,PWS,SBO1,60.65705109,-145.89151,Magallana gigas,composite5,,,7.602479935,-22.00276756,43.53608704,6.803949833,17.41399956,juvenile,Farm: SBO1,T1
463670,EVOS Production,209,9/17/2024,PWS,SBO1,60.65705109,-145.89151,Magallana gigas,composite5,,,7.923994541,-21.17456818,40.42646408,6.358522892,17.53899956,juvenile,Farm: SBO1,T1
463671,EVOS Production,209,9/17/2024,PWS,SBO1,60.65705109,-145.89151,Magallana gigas,composite5,,,7.938948154,-21.67954445,42.93432999,7.149851322,17.78289986,juvenile,Farm: SBO1,T1
463672,EVOS Production,204,9/17/2024,PWS,ROK1,60.56290054,-145.9604645,Magallana gigas,composite5,,,8.399097443,-21.35336304,40.04485703,8.555493355,17.75,juvenile,Farm: ROK1,T1
463673,EVOS Production,204,9/17/2024,PWS,ROK1,60.56290054,-145.9604645,Magallana gigas,composite5,,,8.419693947,-21.32156944,40.19710159,8.741358757,16.82589912,juvenile,Farm: ROK1,T1
463674,EVOS Production,204,9/17/2024,PWS,ROK1,60.56290054,-145.9604645,Magallana gigas,composite5,,,8.342333794,-21.33332825,41.0971489,8.65718174,18.42340088,juvenile,Farm: ROK1,T1
463675,EVOS Production,204,9/17/2024,PWS,ROK1,60.56290054,-145.9604645,Magallana gigas,composite5,,,8.086567879,-21.4178524,41.73033142,9.062074661,19.30750084,juvenile,Farm: ROK1,T1
463676,EVOS Production,205,9/17/2024,PWS,ROK1,60.56290054,-145.9604645,Magallana gigas,composite5,,,8.351226807,-21.11881828,41.13014221,9.009775162,18.22629929,juvenile,Farm: ROK1,T1
463677,EVOS Production,205,9/17/2024,PWS,ROK1,60.56290054,-145.9604645,Magallana gigas,composite5,,,8.586194038,-21.18598557,40.1609726,8.336719513,17.12369919,juvenile,Farm: ROK1,T1
463678,EVOS Production,205,9/17/2024,PWS,ROK1,60.56290054,-145.9604645,Magallana gigas,composite5,,,8.267321587,-21.24052811,41.38249207,8.724376678,18.60219955,juvenile,Farm: ROK1,T1
463679,EVOS Production,205,9/17/2024,PWS,ROK1,60.56290054,-145.9604645,Magallana gigas,composite5,,,8.348452568,-21.29386902,40.46591187,8.187527657,18.56229973,juvenile,Farm: ROK1,T1
463680,EVOS Production,206,9/17/2024,PWS,ROK1,60.56290054,-145.9604645,Magallana gigas,composite5,,,8.279526711,-21.21542358,40.58655548,8.824796677,18.82139969,juvenile,Farm: ROK1,T1
463681,EVOS Production,206,9/17/2024,PWS,ROK1,60.56290054,-145.9604645,Magallana gigas,composite5,,,8.121953964,-21.22563553,41.09057236,9.120168686,18.81270027,juvenile,Farm: ROK1,T1
463682,EVOS Production,206,9/17/2024,PWS,ROK1,60.56290054,-145.9604645,Magallana gigas,composite5,,,8.002243996,-21.4323101,41.98685837,8.523451805,18.45030022,juvenile,Farm: ROK1,T1
463683,EVOS Production,206,9/17/2024,PWS,ROK1,60.56290054,-145.9604645,Magallana gigas,composite5,,,8.454474449,-21.15834045,40.08615112,8.42087841,18.52700043,juvenile,Farm: ROK1,T1
463684,EVOS Production,201,9/17/2024,PWS,SBR1,60.63697815,-146.0044708,Magallana gigas,composite5,,,7.672073841,-21.44825172,41.2734642,7.95053339,18.12260056,juvenile,Farm: SBR1,T1
463685,EVOS Production,201,9/17/2024,PWS,SBR1,60.63697815,-146.0044708,Magallana gigas,composite5,,,7.398714542,-21.51273537,40.93357468,8.470376968,18.31299973,juvenile,Farm: SBR1,T1
463686,EVOS Production,201,9/17/2024,PWS,SBR1,60.63697815,-146.0044708,Magallana gigas,composite5,,,7.51196146,-21.38305855,41.19565964,8.424526215,18.59320068,juvenile,Farm: SBR1,T1
463687,EVOS Production,201,9/17/2024,PWS,SBR1,60.63697815,-146.0044708,Magallana gigas,composite5,,,7.369450092,-21.12642097,40.32941437,8.666549683,17.08259964,juvenile,Farm: SBR1,T1
463688,EVOS Production,202,9/17/2024,PWS,SBR1,60.63697815,-146.0044708,Magallana gigas,composite5,,,7.617929459,-21.43258667,41.68709564,8.126148224,18.35560036,juvenile,Farm: SBR1,T1
463689,EVOS Production,202,9/17/2024,PWS,SBR1,60.63697815,-146.0044708,Magallana gigas,composite5,,,7.61324358,-20.89250183,39.47615814,7.573310852,18.04089928,juvenile,Farm: SBR1,T1
463690,EVOS Production,202,9/17/2024,PWS,SBR1,60.63697815,-146.0044708,Magallana gigas,composite5,,,7.564894199,-21.087286,41.09270096,8.735092163,17.74860001,juvenile,Farm: SBR1,T1
463691,EVOS Production,202,9/17/2024,PWS,SBR1,60.63697815,-146.0044708,Magallana gigas,composite5,,,7.592513084,-20.04982567,36.27002335,7.907968044,16.2901001,juvenile,Farm: SBR1,T1
463692,EVOS Production,203,9/17/2024,PWS,SBR1,60.63697815,-146.0044708,Magallana gigas,composite5,,,7.860061169,-21.29785156,42.07678223,8.884864807,18.80949974,juvenile,Farm: SBR1,T1
463693,EVOS Production,203,9/17/2024,PWS,SBR1,60.63697815,-146.0044708,Magallana gigas,composite5,,,7.67042923,-21.2605648,42.12677383,8.432654381,18.77980042,juvenile,Farm: SBR1,T1
463694,EVOS Production,203,9/17/2024,PWS,SBR1,60.63697815,-146.0044708,Magallana gigas,composite5,,,7.895813942,-20.2501049,38.08168411,7.694333553,18.32159996,juvenile,Farm: SBR1,T1
463695,EVOS Production,203,9/17/2024,PWS,SBR1,60.63697815,-146.0044708,Magallana gigas,composite5,,,7.640209675,-21.41690254,42.0886879,8.244317055,17.40579987,juvenile,Farm: SBR1,T1
463696,EVOS Production,222,9/19/2024,Kodiak,AOF1,57.65784073,-152.4201813,Magallana gigas,composite5,,,8.095463753,-20.47363091,43.56589127,8.448893547,19.68840027,juvenile,Farm: AOF1,T1
463697,EVOS Production,222,9/19/2024,Kodiak,AOF1,57.65784073,-152.4201813,Magallana gigas,composite5,,,8.142253876,-20.42450714,43.33882141,7.643131733,19.30170059,juvenile,Farm: AOF1,T1
463698,EVOS Production,222,9/19/2024,Kodiak,AOF1,57.65784073,-152.4201813,Magallana gigas,composite5,,,8.260262489,-20.45030594,43.1775856,7.764485359,19.04870033,juvenile,Farm: AOF1,T1
463699,EVOS Production,222,9/19/2024,Kodiak,AOF1,57.65784073,-152.4201813,Magallana gigas,composite5,,,8.277324677,-20.21457481,41.67041016,8.294513702,19.16189957,juvenile,Farm: AOF1,T1
463700,EVOS Production,223,9/19/2024,Kodiak,AOF1,57.65784073,-152.4201813,Magallana gigas,composite5,,,8.068780899,-20.25815201,41.99877548,7.890876293,19.45170021,juvenile,Farm: AOF1,T1
463701,EVOS Production,223,9/19/2024,Kodiak,AOF1,57.65784073,-152.4201813,Magallana gigas,composite5,,,8.100460052,-20.16410255,41.36413574,7.087769032,17.98999977,juvenile,Farm: AOF1,T1
463702,EVOS Production,223,9/19/2024,Kodiak,AOF1,57.65784073,-152.4201813,Magallana gigas,composite5,,,7.674993992,-20.48860168,43.0593071,8.113713264,19.35449982,juvenile,Farm: AOF1,T1
463703,EVOS Production,223,9/19/2024,Kodiak,AOF1,57.65784073,-152.4201813,Magallana gigas,composite5,,,7.69854641,-20.34718704,41.57268524,7.782513142,18.80240059,juvenile,Farm: AOF1,T1
463704,EVOS Production,224,9/19/2024,Kodiak,AOF1,57.65784073,-152.4201813,Magallana gigas,composite5,,,8.019570351,-20.39468575,43.09753036,7.605489731,19.03829956,juvenile,Farm: AOF1,T1
463705,EVOS Production,224,9/19/2024,Kodiak,AOF1,57.65784073,-152.4201813,Magallana gigas,composite5,,,7.851869583,-20.73519325,44.29437256,7.967637062,19.06990051,juvenile,Farm: AOF1,T1
463706,EVOS Production,224,9/19/2024,Kodiak,AOF1,57.65784073,-152.4201813,Magallana gigas,composite5,,,8.229317665,-20.32262421,42.25366211,8.16570282,18.81299973,juvenile,Farm: AOF1,T1
463707,EVOS Production,224,9/19/2024,Kodiak,AOF1,57.65784073,-152.4201813,Magallana gigas,composite5,,,8.271136284,-20.4451313,43.30630112,8.413430214,19.34569931,juvenile,Farm: AOF1,T1
463708,EVOS Production,225,9/19/2024,Kodiak,KOB1,57.53318024,-154.0269623,Magallana gigas,composite5,,,8.664246559,-19.46001434,44.15623474,7.257364273,17.37689972,juvenile,Farm: KOB1,T1
463709,EVOS Production,225,9/19/2024,Kodiak,KOB1,57.53318024,-154.0269623,Magallana gigas,composite5,,,8.799243927,-19.09611702,42.08177948,7.468502522,18.58740044,juvenile,Farm: KOB1,T1
463710,EVOS Production,225,9/19/2024,Kodiak,KOB1,57.53318024,-154.0269623,Magallana gigas,composite5,,,8.75911808,-19.68648529,44.68448639,6.525243282,19.45789909,juvenile,Farm: KOB1,T1
463711,EVOS Production,225,9/19/2024,Kodiak,KOB1,57.53318024,-154.0269623,Magallana gigas,composite5,,,8.775303841,-19.39941216,44.01052094,7.672151566,18.91020012,juvenile,Farm: KOB1,T1
463712,EVOS Production,226,9/19/2024,Kodiak,KOB1,57.53318024,-154.0269623,Magallana gigas,composite5,,,8.712072372,-19.1822052,42.82016754,6.906793594,18.83469963,juvenile,Farm: KOB1,T1
463713,EVOS Production,226,9/19/2024,Kodiak,KOB1,57.53318024,-154.0269623,Magallana gigas,composite5,,,8.719187737,-19.15415001,43.32594299,7.455545902,18.72389984,juvenile,Farm: KOB1,T1
463714,EVOS Production,226,9/19/2024,Kodiak,KOB1,57.53318024,-154.0269623,Magallana gigas,composite5,,,8.815000534,-19.10405922,43.25669861,7.913844109,18.69809914,juvenile,Farm: KOB1,T1
463715,EVOS Production,226,9/19/2024,Kodiak,KOB1,57.53318024,-154.0269623,Magallana gigas,composite5,,,8.670466423,-19.04887581,42.62923813,7.080328941,19.09490013,juvenile,Farm: KOB1,T1
463716,EVOS Production,227,9/19/2024,Kodiak,KOB1,57.53318024,-154.0269623,Magallana gigas,composite5,,,8.56149292,-19.45929527,43.44347382,7.855447292,18.19239998,juvenile,Farm: KOB1,T1
463717,EVOS Production,227,9/19/2024,Kodiak,KOB1,57.53318024,-154.0269623,Magallana gigas,composite5,,,8.576118469,-19.2785759,43.211586,7.553575516,16.58499908,juvenile,Farm: KOB1,T1
463718,EVOS Production,227,9/19/2024,Kodiak,KOB1,57.53318024,-154.0269623,Magallana gigas,composite5,,,8.589483261,-19.49398613,44.0994339,7.865410805,18.55559921,juvenile,Farm: KOB1,T1
463719,EVOS Production,227,9/19/2024,Kodiak,KOB1,57.53318024,-154.0269623,Magallana gigas,composite5,,,8.660279274,-19.64468575,44.980896,7.833157539,19.26519966,juvenile,Farm: KOB1,T1
463720,EVOS Production,216,9/21/2024,KBY,BCF1,59.46783066,-151.5184021,Magallana gigas,composite5,,,8.130459785,-19.33084679,41.25682449,8.819280624,18.56299973,juvenile,Farm: BCF1,T1
463721,EVOS Production,216,9/21/2024,KBY,BCF1,59.46783066,-151.5184021,Magallana gigas,composite5,,,8.200643539,-19.29749298,41.27841187,9.200117111,18.44070053,juvenile,Farm: BCF1,T1
463722,EVOS Production,216,9/21/2024,KBY,BCF1,59.46783066,-151.5184021,Magallana gigas,composite5,,,8.224506378,-19.22976303,41.53300858,9.269310951,18.28050041,juvenile,Farm: BCF1,T1
